license_id,location_key
1037675-DCA,17119 LIBERTY AVE JAMAICA NY 11433 (Queens)
2056250-DCA,88 EAST    2 STREET BROOKLYN NY 11218 (Brooklyn)
2108411-DCA,3559 99 STREET CORONA NY 11368 (Queens)
2099563-2-DCA,3921 192ND ST FLUSHING NY 11358 (Queens)
1299840-DCA,101 GUYON AVE STATEN ISLAND NY 10306 (Staten Island)
1393136-DCA,1166 2ND AVE NEW YORK NY 10065 (Manhattan)
2119349-DCWP,9621 ROCKAWAY BLVD JAMAICA NY 11417 (Queens)
2101654-DCA,27 E 170TH ST BRONX NY 10452 (Bronx)
2074827-1-DCA,20801 35TH AVE BAYSIDE NY 11361 (Queens)
2127379-DCWP,102 W 38TH ST APT 3 NEW YORK NY 10018 (Manhattan)
0850093-DCA,211 VETERANS ROAD WEST STATEN ISLAND NY 10309 (Staten Island)
2079309-DCA,9718 DITMAS AVE BROOKLYN NY 11236 (Brooklyn)
1175019-DCA,281 ODER AVE STATEN ISLAND NY 10304 (Staten Island)
2123810-DCWP,40 WEST   57 STREET NEW YORK NY 10019 (Manhattan)
2066901-1-DCA,1136 LEXINGTON AVENUE NEW YORK NY 10075 (Manhattan)
2126512-DCWP,1424 RICHMOND AVE STATEN ISLAND NY 10314 (Staten Island)
2051054-DCA,155 EAST   34 STREET NEW YORK NY 10015 (Manhattan)
2002183-2-DCA,6505 14TH AVE BROOKLYN NY 11219 (Brooklyn)
2127275-DCWP,1101 40TH AVE LONG ISLAND CITY NY 11101 (Queens)
2086035-2-DCA,5418 NEW UTRECHT AVENUE BROOKLYN NY 11219 (Brooklyn)
2127324-DCWP,1314 SUTTER AVE BROOKLYN NY 11208 (Brooklyn)
1328994-DCA,517 EAST  117 STREET NEW YORK NY 10035 (Manhattan)
1323442-DCA,404 E 79TH ST APT 22B NEW YORK NY 10075 (Manhattan)
1414251-DCA,7321 MAIN ST FLUSHING NY 11367 (Queens)
2115248-DCA,2824 STEINWAY STREET APT 224 ASTORIA NY 11103 (Queens)
1156343-DCA,579 92ND ST BROOKLYN NY 11209 (Brooklyn)
2055914-DCA,555 WEST   42 STREET NEW YORK NY 10036 (Manhattan)
1346119-DCA,2341 BROADWAY NEW YORK NY 10024 (Manhattan)
2130669-1-DCWP,663 ALLERTON AVE BRONX NY 10467 (Bronx)
2125842-DCWP,2048 VICTORY BLVD STATEN ISLAND NY 10314 (Staten Island)
1311013-DCA,400 EAST GUN HILL ROAD BRONX NY 10467 (Bronx)
2092761-DCA,14610 GUY R BREWER BLVD JAMAICA NY 11434 (Queens)
2091169-DCA,3824 24TH ST LONG ISLAND CITY NY 11101 (Queens)
2064953-DCA,235 EAST   51 STREET NEW YORK NY 10022 (Manhattan)
2119013-DCWP,416 87TH ST BROOKLYN NY 11209 (Brooklyn)
2103495-DCA,156 3RD AVE BROOKLYN NY 11217 (Brooklyn)
2051515-DCA,3213 3RD AVE BRONX NY 10451 (Bronx)
2097742-DCA,204 EAST  161 STREET BRONX NY 10451 (Bronx)
1152039-DCA,13230 MERRICK BLVD JAMAICA NY 11434 (Queens)
2026191-DCA,3516 LACONIA AVE BRONX NY 10469 (Bronx)
1221628-DCA,530 LINCOLN AVE BROOKLYN NY 11208 (Brooklyn)
1043736-DCA,854 INTERVALE AVENUE BRONX NY 10459 (Bronx)
2071567-1-DCA,2736 HYLAN BLVD STATEN ISLAND NY 10306 (Staten Island)
2081424-DCA,10401 99TH ST OZONE PARK NY 11417 (Queens)
2067079-1-DCA,3002 ASTORIA BLVD ASTORIA NY 11102 (Queens)
2091567-DCA,582 5TH AVE BROOKLYN NY 11215 (Brooklyn)
2111410-DCA,2012 2 AVENUE NEW YORK NY 10029 (Manhattan)
2063839-DCA,2838 200TH ST BAYSIDE NY 11360 (Queens)
2077858-DCA,254 RAMAPO AVE STATEN ISLAND NY 10309 (Staten Island)
1448921-DCA,983 NORTHERN BOULEVARD MANHASSET NY 11030 (Queens)
1133484-DCA,9701 101 STREET OZONE PARK NY 11416 (Queens)
2126223-DCWP,1210 LIBERTY AVE BROOKLYN NY 11208 (Brooklyn)
2088361-DCA,2355 WEBSTER AVE BRONX NY 10458 (Bronx)
2071509-1-DCA,9702 QUEENS BLVD REGO PARK NY 11374 (Queens)
2130567-DCWP,12017 142ND PL JAMAICA NY 11436 (Queens)
2128492-DCWP,228 W 47TH ST NEW YORK NY 10036 (Manhattan)
1219645-DCA,1316 CASTLETON AVENUE STATEN ISLAND NY 10310 (Staten Island)
2125620-DCWP,5710 5TH AVE BROOKLYN NY 11220 (Brooklyn)
1300855-DCA,8904 ROOSEVELT AVE JACKSON HTS NY 11372 (Queens)
2013162-DCA,233 BROADWAY NEW YORK NY 10007 (Manhattan)
2130482-DCWP,1356 WALTON AVE APT 52A BRONX NY 10452 (Bronx)
1335488-DCA,1571 42ND ST APT 2E BROOKLYN NY 11219 (Brooklyn)
2055278-DCA,365 LINCOLN PL APT 2G BROOKLYN NY 11238 (Brooklyn)
2091994-DCA,110 WEST   40 STREET NEW YORK NY 10018 (Manhattan)
1164487-DCA,463 FULTON ST BROOKLYN NY 11201 (Brooklyn)
2013540-DCA,160 CABRINI BOULEVARD NEW YORK NY 10033 (Manhattan)
2118099-DCWP,5620 MARATHON PKWY APT 3D LITTLE NECK NY 11362 (Queens)
1275024-DCA,16726 109TH RD JAMAICA NY 11433 (Queens)
1048816-DCA,560 MORGAN AVENUE BROOKLYN NY 11222 (Brooklyn)
0365110-DCA,9636 SPRINGFIELD BLVD QUEENS VILLAGE NY 11429 (Queens)
1304402-DCA,733 WESTMINSTER RD APT 1 BROOKLYN NY 11230 (Brooklyn)
2112515-DCA,625 WILSON AVE STATEN ISLAND NY 10312 (Staten Island)
2109028-DCA,7419 101ST AVE OZONE PARK NY 11416 (Queens)
2071697-1-DCA,15 STANTON STREET NEW YORK NY 10002 (Manhattan)
1341745-DCA,1698 PITKIN AVE BROOKLYN NY 11212 (Brooklyn)
2095995-DCA,5243 KINGS PLAZA APT A8U BROOKLYN NY 11234 (Brooklyn)
2127588-DCWP,314 AVENUE U BROOKLYN NY 11223 (Brooklyn)
2064520-DCA,2702 QUEENS PLZ SOUTH LONG ISLAND CITY NY 11101 (Queens)
2107995-DCA,1709 SAINT MARKS AVENUE BROOKLYN NY 11233 (Brooklyn)
2127469-DCWP,6614 AVENUE U BROOKLYN NY 11234 (Brooklyn)
2121881-DCWP,2436 DORSEY ST BRONX NY 10461 (Bronx)
2110749-DCA,354 LENOX AVENUE NEW YORK NY 10027 (Manhattan)
2040578-DCA,703 EAST  187 STREET BRONX NY 10458 (Bronx)
2127434-DCWP,251 6TH AVE NEW YORK NY 10014 (Manhattan)
2130318-1-DCWP,187 MONTROSE AVE BROOKLYN NY 11206 (Brooklyn)
2117401-DCWP,3333 HENRY HUDSON PKWY BRONX NY 10463 (Bronx)
2127396-DCWP,2244 80TH ST APT 2A BROOKLYN NY 11214 (Brooklyn)
2122566-2-DCWP,2 SUTTER AVE BROOKLYN NY 11212 (Brooklyn)
2116681-1-DCWP,180 MAIN ST STATEN ISLAND NY 10307 (Staten Island)
1367827-DCA,358 KNICKERBOCKER AVE BROOKLYN NY 11237 (Brooklyn)
2030397-DCA,1601 3 AVENUE NEW YORK NY 10128 (Manhattan)
2123490-DCWP,6676 FRESH POND RD FLUSHING NY 11385 (Queens)
2124758-DCWP,8619 NORTHERN BLVD FLUSHING NY 11372 (Queens)
2130578-DCWP,1011 43RD AVE LONG ISLAND CITY NY 11101 (Queens)
2101817-DCA,134 W 29TH ST APT 1010 NEW YORK NY 10001 (Manhattan)
2100976-DCA,526 7TH AVE NEW YORK NY 10018 (Manhattan)
2110831-DCA,1446 E 4TH ST BROOKLYN NY 11230 (Brooklyn)
2014108-DCA,6101 7TH AVE BROOKLYN NY 11220 (Brooklyn)
2062605-2-DCA,146A NASSAU AVENUE BROOKLYN NY 11222 (Brooklyn)
1313726-DCA,2170 E 73RD ST BROOKLYN NY 11234 (Brooklyn)
2071883-1-DCA,439 5TH AVE BROOKLYN NY 11215 (Brooklyn)
2030961-DCA,1610 CORTELYOU RD BROOKLYN NY 11226 (Brooklyn)
2127481-DCWP,336 E 126TH ST NEW YORK NY 10035 (Manhattan)
1432429-DCA,534 COMMONWEALTH AVE BRONX NY 10473 (Bronx)
2059722-DCA,556 MORRIS AVE BRONX NY 10451 (Bronx)
2111841-DCA,616 W 207TH ST NEW YORK NY 10034 (Manhattan)
2119504-DCWP,263-16 HILLSIDE AVENUE NEW YORK NY 11004 (Queens)
1190557-DCA,221 E 38TH ST NEW YORK NY 10016 (Manhattan)
2059841-DCA,10135 130TH ST S RICHMOND HL NY 11419 (Queens)
2030398-DCA,1635 3RD AVE NEW YORK NY 10128 (Manhattan)
2025698-DCA,12904 14TH AVE COLLEGE POINT NY 11356 (Queens)
2109265-DCA,12905 133RD AVE SOUTH OZONE PARK NY 11420 (Queens)
2118981-DCWP,10 MESEROLE ST BROOKLYN NY 11206 (Brooklyn)
2118823-1-DCWP,1299 FRANKLIN AVENUE BRONX NY 10456 (Bronx)
2123412-DCWP,4028 COLLEGE POINT BLVD FLUSHING NY 11354 (Queens)
2130562-1-DCWP,51 CLARK ST BROOKLYN NY 11201 (Brooklyn)
2053207-DCA,7106 GRAND AVENUE MASPETH NY 11378 (Queens)
2125437-DCWP,350 E 82ND ST NEW YORK NY 10028 (Manhattan)
2129151-DCWP,790 8TH AVE NEW YORK NY 10019 (Manhattan)
2054779-DCA,75 MCKINLEY AVE BROOKLYN NY 11208 (Brooklyn)
2092077-DCA,1531 GLOVER ST APT 1 BRONX NY 10462 (Bronx)
2092239-DCA,2055 DAVIDSON AVE APT 2D BRONX NY 10453 (Bronx)
2116163-DCWP,2239 85TH ST APT C2 BROOKLYN NY 11214 (Brooklyn)
2035510-DCA,79 FRANKLIN AVENUE BROOKLYN NY 11205 (Brooklyn)
2130518-DCWP,399 SANDS STREET BROOKLYN NAVY YARD NY 11251 (Brooklyn)
1310044-DCA,12207 22 AVENUE APT 2C COLLEGE POINT NY 11356 (Queens)
2116691-DCWP,5600 NEW UTRECHT AVE BROOKLYN NY 11219 (Brooklyn)
2124578-2-DCWP,170 COURT ST BROOKLYN NY 11201 (Brooklyn)
2054025-DCA,10168 133RD ST SOUTH RICHMOND HILL NY 11419 (Queens)
1437942-DCA,9728 3RD AVE BROOKLYN NY 11209 (Brooklyn)
2119705-DCWP,9509 JAMAICA AVE JAMAICA NY 11421 (Queens)
2015453-DCA,"JFK TERMINAL 1, STORE 1006 JAMAICA NY 11430-1887 (Queens)"
2126978-DCWP,15005 24TH AVE WHITESTONE NY 11357 (Queens)
2124706-DCWP,184 BOWERY NEW YORK NY 10012 (Manhattan)
2070429-1-DCA,28 GIFFORDS LANE STATEN ISLAND NY 10308 (Staten Island)
2052326-2-DCA,556 W 235TH ST BRONX NY 10463 (Bronx)
2105397-DCA,9705 ROCKAWAY BLVD OZONE PARK NY 11417 (Queens)
2110094-1-DCA,20602 HOLLIS AVE QUEENS VILLAGE NY 11429 (Queens)
0673685-DCA,4852 CLEARVIEW EXPY OAKLAND GARDENS NY 11364 (Queens)
2054448-DCA,492 MYRTLE AVE BROOKLYN NY 11205 (Brooklyn)
2119728-DCWP,43 WHEELING AVE STATEN ISLAND NY 10309 (Staten Island)
2010281-DCA,2820 BRIGHTON 7TH ST BROOKLYN NY 11235 (Brooklyn)
2127512-DCWP,25 VICTORY BLVD STATEN ISLAND NY 10301 (Staten Island)
2112295-DCA,1821 ROCKAWAY PKWY BROOKLYN NY 11236 (Brooklyn)
2102485-DCA,418 HOOPER ST BROOKLYN NY 11211 (Brooklyn)
2130601-DCWP,2242 129TH ST COLLEGE POINT NY 11356 (Queens)
2126741-DCWP,45 OXFORD PL STATEN ISLAND NY 10301 (Staten Island)
2109873-DCA,2145 OCEAN AVE APT B3 BROOKLYN NY 11229 (Brooklyn)
1438432-DCA,6670 69TH ST MIDDLE VLG NY 11379 (Queens)
2001733-DCA,1805 JEROME AVE BRONX NY 10453 (Bronx)
2014684-DCA,2702 QUEENS PLZ SOUTH LONG ISLAND CITY NY 11101 (Queens)
2096978-DCA,1630 EAST   15 STREET BROOKLYN NY 11229 (Brooklyn)
2074022-1-DCA,881 10 AVENUE NEW YORK NY 10019 (Manhattan)
2078221-1-DCA,412 WEST   43 STREET NEW YORK NY 10036 (Manhattan)
1249324-DCA,201 INDUSTRIAL LOOP STATEN ISLAND NY 10309 (Staten Island)
1249884-DCA,357 5TH AVE BROOKLYN NY 11215 (Brooklyn)
2088263-DCA,932 E 55TH ST BROOKLYN NY 11234 (Brooklyn)
2032859-DCA,570 VAN SICLEN AVE BROOKLYN NY 11207 (Brooklyn)
2125421-DCWP,921 ATLANTIC AVE BROOKLYN NY 11238 (Brooklyn)
1342431-DCA,909A 9 STREET ASTORIA NY 11106 (Queens)
2019583-2-DCA,3962 RICHMOND AVENUE STATEN ISLAND NY 10312 (Staten Island)
2102034-DCA,10731 71ST AVE FOREST HILLS NY 11375 (Queens)
2130591-DCWP,2579 E 17TH ST BROOKLYN NY 11235 (Brooklyn)
2130220-DCWP,1135 CYPRESS AVE RIDGEWOOD NY 11385 (Queens)
1271844-DCA,691 DEKALB AVENUE BROOKLYN NY 11216 (Brooklyn)
2072963-DCA,1730 PITKIN AVENUE APT 1 BROOKLYN NY 11212 (Brooklyn)
2130011-DCWP,561 PRESIDENT ST BROOKLYN NY 11215 (Brooklyn)
2088364-DCA,444 2 AVENUE NEW YORK NY 10010 (Manhattan)
1256053-DCA,2655 RICHMOND AVENUE STATEN ISLAND NY 10304 (Staten Island)
2071437-1-DCA,159 ESSEX STREET NEW YORK NY 10002 (Manhattan)
1415152-DCA,156 CLOVE RD STATEN ISLAND NY 10310 (Staten Island)
1246973-DCA,63 WATER ST STATEN ISLAND NY 10304 (Staten Island)
2051358-DCA,8819 3RD AVE BROOKLYN NY 11209 (Brooklyn)
2096957-DCA,21 HILLSIDE AVENUE NEW YORK NY 10040 (Manhattan)
1240138-DCA,4216 28 AVENUE APT 2 ASTORIA NY 11103 (Queens)
2118824-DCWP,2914 GLENWOOD RD BROOKLYN NY 11210 (Brooklyn)
2049009-DCA,3 TIMES SQ APT 1 NEW YORK NY 10036 (Manhattan)
2107844-DCA,9728 3 AVENUE BROOKLYN NY 11209 (Brooklyn)
1275883-DCA,2600 NETHERLAND AVENUE BRONX NY 10463 (Bronx)
1393418-DCA,6213 60TH DR MASPETH NY 11378 (Queens)
2126922-DCWP,10530 66TH AVE APT 1F FOREST HILLS NY 11375 (Queens)
2128849-DCWP,60 W 37TH ST NEW YORK NY 10018 (Manhattan)
1375181-DCA,9122 5TH AVE BROOKLYN NY 11209 (Brooklyn)
2123580-DCWP,2561 HERING AVE BRONX NY 10469 (Bronx)
2085854-DCA,248 WEST  125 STREET NEW YORK NY 10027 (Manhattan)
1196452-DCA,4314 FARRAGUT RD BROOKLYN NY 11203 (Brooklyn)
2032908-DCA,4724 CHURCH AVE BROOKLYN NY 11203 (Brooklyn)
2128737-DCWP,536 39TH ST BROOKLYN NY 11232 (Brooklyn)
2094995-DCA,3706 81ST ST APT 3B JACKSON HTS NY 11372 (Queens)
2029771-DCA,51 W 131ST ST APT 2G NEW YORK NY 10037 (Manhattan)
2005888-DCA,128 SUTTON ST BROOKLYN NY 11222 (Brooklyn)
2130867-DCWP,431 BROOME ST NEW YORK NY 10013 (Manhattan)
0809818-DCA,11412 101ST AVE SOUTH RICHMOND HILL NY 11419 (Queens)
2130486-1-DCWP,570 WEST  189 STREET NEW YORK NY 10040 (Manhattan)
1176636-DCA,1988 HYLAN BLVD STATEN ISLAND NY 10306 (Staten Island)
2102728-2-DCA,1211 AVENUE OF THE AMERICAS NEW YORK NY 10036 (Manhattan)
2067258-1-DCA,273 AMSTERDAM AVE NEW YORK NY 10023 (Manhattan)
1310783-DCA,3039 LINDEN PL APT 2 FLUSHING NY 11354 (Queens)
2126496-DCWP,5002 5 AVENUE BROOKLYN NY 11220 (Brooklyn)
1456126-DCA,9912 65TH RD APT 3E REGO PARK NY 11374 (Queens)
0941633-DCA,220 EAST   60 STREET NEW YORK NY 10022 (Manhattan)
2123456-DCWP,189 WEST   89 STREET NEW YORK NY 10024 (Manhattan)
1417947-DCA,1352 WHITE PLAINS RD BRONX NY 10462 (Bronx)
2116690-DCWP,59 E TREMONT AVE BRONX NY 10453 (Bronx)
2130581-DCWP,4511 GREENPOINT AVE SUNNYSIDE NY 11104 (Queens)
1146910-DCA,2 DIVISION ST NEW YORK NY 10002 (Manhattan)
2100560-DCA,515 WEST   36 STREET NEW YORK NY 10018 (Manhattan)
2051974-DCA,47 WHEELER AVE STATEN ISLAND NY 10314 (Staten Island)
2119965-DCWP,1713 HONE AVE BRONX NY 10461 (Bronx)
2074532-1-DCA,6104 FRESH POND RD MIDDLE VILLAGE NY 11379 (Queens)
2095606-DCA,5110 BROADWAY WOODSIDE NY 11377 (Queens)
1260918-DCA,465 FULTON ST BROOKLYN NY 11201 (Brooklyn)
2080833-DCA,180 8TH AVE NEW YORK NY 10011 (Manhattan)
2092288-DCA,350 5 AVENUE APT 114 NEW YORK NY 10118 (Manhattan)
1164473-DCA,13520 SUTTER AVE SOUTH OZONE PARK NY 11420 (Queens)
1400820-DCA,"JFK TERMINAL 1, STORE 1006 JAMAICA NY 11430-1887 (Queens)"
2018646-DCA,1721 UNIVERSITY AVE BRONX NY 10453 (Bronx)
2128779-DCWP,5244 KINGS HWY BROOKLYN NY 11234 (Brooklyn)
2103800-1-DCA,4447 KISSENA BLVD FLUSHING NY 11355 (Queens)
2119146-DCWP,2211 3RD AVE NEW YORK NY 10035 (Manhattan)
2122936-DCWP,446 SAPPHIRE ST BROOKLYN NY 11208 (Brooklyn)
2092324-DCA,1916 NOSTRAND AVE BROOKLYN NY 11226 (Brooklyn)
1129533-DCA,1435 81ST ST BROOKLYN NY 11228 (Brooklyn)
1104239-DCA,3564 NOSTRAND AVE BROOKLYN NY 11229 (Brooklyn)
1280221-DCA,1556 FLATBUSH AVE BROOKLYN NY 11210 (Brooklyn)
2123678-DCWP,1130 SAINT NICHOLAS AVE NEW YORK NY 10032 (Manhattan)
2090330-DCA,252A LAKE AVENUE APT 2 STATEN ISLAND NY 10303 (Staten Island)
2096475-DCA,1045 NOSTRAND AVE BROOKLYN NY 11225 (Brooklyn)
2123693-DCWP,420 EAST   63 STREET NEW YORK NY 10065 (Manhattan)
2103062-DCA,404 UTICA AVE BROOKLYN NY 11213 (Brooklyn)
1115660-DCA,749 HICKS ST BROOKLYN NY 11231 (Brooklyn)
1425203-DCA,825 BOYNTON AVE APT 13H BRONX NY 10473 (Bronx)
2103916-DCA,1767 UNIVERSITY AVE BRONX NY 10453 (Bronx)
1126067-DCA,118 MOTT ST NEW YORK OUTSIDE USA 10013 (Manhattan)
1468379-DCA,8771 130TH ST RICHMOND HILL NY 11418 (Queens)
2019423-DCA,3971 65 PLACE APT 2 WOODSIDE NY 11377 (Queens)
2029222-DCA,3901 104 STREET APT B CORONA NY 11368 (Queens)
2118629-DCWP,9114 214TH ST QUEENS VILLAGE NY 11428 (Queens)
2124720-DCWP,577 MIDLAND AVE STATEN ISLAND NY 10306 (Staten Island)
2130566-DCWP,1850 81ST ST APT 3H BROOKLYN NY 11214 (Brooklyn)
2004840-DCA,3770 JUNCTION BLVD CORONA NY 11368 (Queens)
2122259-DCWP,515 MADISON AVE APT 8161 NEW YORK NY 10022 (Manhattan)
2068988-1-DCA,10804 FLATLANDS AVE BROOKLYN NY 11236 (Brooklyn)
2114020-DCA,14732 33RD AVE FLUSHING NY 11354 (Queens)
2015360-DCA,89-22 165 STREET JAMAICA NY 11432 (Queens)
1435265-DCA,332 EAST   76 STREET NEW YORK NY 10021 (Manhattan)
1122008-DCA,370 EAST   76 STREET MANHATTAN NY 10021 (Manhattan)
2075729-1-DCA,3209 21ST ST ASTORIA NY 11106 (Queens)
2121482-DCWP,230 BROOK AVE BRONX NY 10454 (Bronx)
1098856-DCA,3601 37 AVENUE LONG IS CITY NY 11101 (Queens)
2027596-DCA,2772 W 15TH ST BROOKLYN NY 11224 (Brooklyn)
2074188-1-DCA,2218 BROADWAY NEW YORK NY 10024 (Manhattan)
1470394-DCA,2454 3 AVENUE BRONX NY 10454 (Bronx)
1473649-DCA,643 COURTLANDT AVE APT 1 BRONX NY 10451 (Bronx)
2123324-2-DCWP,24827 UNION TPKE BELLEROSE NY 11426 (Queens)
2027583-DCA,100 CLINTON STREET APT STORE NEW YORK NY 10002 (Manhattan)
2128913-DCWP,2505 MCDONALD AVE BROOKLYN NY 11223 (Brooklyn)
2097453-DCA,9323 DITMAS AVENUE BROOKLYN NY 11236 (Brooklyn)
1433340-DCA,1159 2ND AVE NEW YORK NY 10065 (Manhattan)
2105939-DCA,12 EAST   86 STREET NEW YORK NY 10028 (Manhattan)
2002741-DCA,2098 BARTOW AVE BRONX NY 10475 (Bronx)
2107310-DCA,11213 FARMERS BLVD SAINT ALBANS NY 11412 (Queens)
2119739-DCWP,2002 2ND AVE NEW YORK NY 10029 (Manhattan)
2128834-DCWP,25 W 28TH ST NEW YORK NY 10001 (Manhattan)
2006991-DCA,3302 21ST ST ASTORIA NY 11106 (Queens)
2059720-DCA,425 LEXINGTON AVENUE APT 105 NEW YORK OUTSIDE USA 10017 (Manhattan)
2113775-DCA,171 SULLIVAN ST APT 10 NEW YORK NY 10012 (Manhattan)
2095427-DCA,1510 UNIONPORT RD APT 2B BRONX NY 10462 (Bronx)
2006876-DCA,5705 JUNCTION BLVD ELMHURST NY 11373 (Queens)
1472621-DCA,774 ADEE AVE BRONX NY 10467 (Bronx)
2072878-1-DCA,3103 21ST AVE ASTORIA NY 11105 (Queens)
2072463-1-DCA,493 HENRY ST BROOKLYN NY 11231 (Brooklyn)
2123153-DCWP,1985 AMSTERDAM AVE NEW YORK NY 10032 (Manhattan)
2027910-DCA,407 PINE STREET BROOKLYN NY 11208 (Brooklyn)
1469166-DCA,112 12TH ST BROOKLYN NY 11215 (Brooklyn)
2024133-DCA,4909 FARRAGUT ROAD BROOKLYN NY 11203 (Brooklyn)
2112357-DCA,563 EAST TREMONT AVENUE BRONX NY 10457 (Bronx)
2095549-1-DCA,200 WEST   96 STREET NEW YORK NY 10025 (Manhattan)
2123401-DCWP,8 WEST   29 STREET NEW YORK NY 10001 (Manhattan)
0882334-DCA,34 EAST   10 STREET NEW YORK NY 10003 (Manhattan)
2067276-1-DCA,315 1 AVENUE NEW YORK NY 10003 (Manhattan)
2090618-DCA,3724 24TH ST APT 134 LONG ISLAND CITY NY 11101 (Queens)
2130693-DCWP,2008 BOGART AVE APT 1 BRONX NY 10462 (Bronx)
1179589-DCA,129 E 124TH ST NEW YORK NY 10035 (Manhattan)
2028334-2-DCA,11002 101 AVENUE S RICHMOND HL NY 11419 (Queens)
1360043-DCA,55 W 47TH ST APT 330 NEW YORK NY 10036 (Manhattan)
2125275-DCWP,2570 86TH ST BROOKLYN NY 11214 (Brooklyn)
2071430-1-DCA,1301 6 AVENUE NEW YORK NY 10019 (Manhattan)
1453551-DCA,70 BOWERY  BOOTH  #1.2 NEW YORK NY 10013 (Manhattan)
2123491-DCWP,491 MYRTLE AVE BROOKLYN NY 11205 (Brooklyn)
2124905-DCWP,549 63RD ST BROOKLYN NY 11220 (Brooklyn)
2106704-DCA,14511 97 AVENUE JAMAICA NY 11435 (Queens)
1470214-DCA,1320 RANDALL AVE BRONX NY 10474 (Bronx)
2114538-2-DCA,1278 1ST AVE NEW YORK NY 10065 (Manhattan)
2128515-DCWP,4 W 37TH ST NEW YORK NY 10018 (Manhattan)
2108686-DCA,461 MORNINGSTAR RD APT 2 STATEN ISLAND NY 10303 (Staten Island)
2122702-DCWP,777 FOSTER AVE APT 4D BROOKLYN NY 11230 (Brooklyn)
1379214-DCA,245 EAST   63 STREET NEW YORK NY 10065 (Manhattan)
2066898-1-DCA,2916 FRANCIS LEWIS BLVD FLUSHING NY 11358 (Queens)
1474117-DCA,318 RALPH AVE BROOKLYN NY 11233 (Brooklyn)
2046151-DCA,260 MADISON AVE APT 17 NEW YORK NY 10016 (Manhattan)
2068059-1-DCA,215 BOWERY NEW YORK NY 10002 (Manhattan)
0921085-DCA,2070 WHITE PLAINS ROAD BRONX NY 10462 (Bronx)
2073696-1-DCA,255 HYLAN BLVD STATEN ISLAND NY 10305 (Staten Island)
1191198-DCA,14143 254TH ST ROSEDALE NY 11422 (Queens)
2125764-DCWP,228 PARK AVE S APT #740392 NEW YORK NY 10003 (Manhattan)
2104481-DCA,5203 CENTER BOULEVARD LONG ISLAND CITY NY 11101 (Queens)
2130141-DCWP,1042 MORRIS PARK AVE BRONX NY 10461 (Bronx)
2102583-DCA,15334A HILLSIDE AVENUE JAMAICA NY 11432 (Queens)
2080791-DCA,626 1 AVENUE NEW YORK NY 10016 (Manhattan)
2130321-1-DCWP,24602 S CONDUIT AVE ROSEDALE NY 11422 (Queens)
2097682-DCA,14324 184TH ST SPRINGFIELD GARDENS NY 11413 (Queens)
1304166-DCA,307 7TH AVE BROOKLYN NY 11215 (Brooklyn)
0998155-DCA,11109 QUEENS BLVD FOREST HILLS NY 11375 (Queens)
2120346-DCWP,17162 46TH AVE APT 2 FLUSHING NY 11358 (Queens)
1333065-DCA,11135 127TH ST S OZONE PARK NY 11420 (Queens)
2130063-DCWP,2850 W 19TH ST BROOKLYN NY 11224 (Brooklyn)
2080065-DCA,1181 ROCKLAND AVE STATEN ISLAND NY 10314 (Staten Island)
2126466-DCWP,522A NOSTRAND AVE BROOKLYN NY 11216 (Brooklyn)
0818870-DCA,1630 BROADWAY BROOKLYN NY 11207 (Brooklyn)
2103896-DCA,1465 ROCKAWAY PKWY BROOKLYN NY 11236 (Brooklyn)
2115685-DCWP,1425A COLLEGE POINT BLVD COLLEGE POINT NY 11356 (Queens)
2055377-DCA,1651 RICHMOND TER STATEN ISLAND NY 10310 (Staten Island)
2127885-DCWP,214 W 96TH ST NEW YORK NY 10025 (Manhattan)
2111889-DCA,6127 WOODBINE ST APT 3L RIDGEWOOD NY 11385 (Queens)
1348412-DCA,2036 130TH ST COLLEGE POINT NY 11356 (Queens)
2052582-DCA,3037 82 STREET APT 1 EAST ELMHURST NY 11370 (Queens)
1095279-DCA,7608 18TH AVE BROOKLYN NY 11214 (Brooklyn)
2099073-DCA,117 WEST 28 STREET APT 2ND NEW YORK NY 10001 (Manhattan)
2081064-DCA,585 BAY STREET STATEN ISLAND NY 10304 (Staten Island)
2002704-2-DCA,289 PAGE AVE STATEN ISLAND NY 10307 (Staten Island)
2126549-DCWP,3430 BROADWAY NEW YORK NY 10031 (Manhattan)
2076477-DCA,1022 CONEY ISLAND AVE APT 1 BROOKLYN NY 11230 (Brooklyn)
2114767-DCA,9605 QUEENS BOULEVARD REGO PARK NY 11374 (Queens)
2080194-1-DCA,13430 ATLANTIC AVE SOUTH RICHMOND HILL NY 11419 (Queens)
2094889-1-DCA,1458 2 AVENUE NEW YORK NY 10075 (Manhattan)
2109682-DCA,219 EAST   69 STREET NEW YORK NY 10021 (Manhattan)
2130203-DCWP,3530 WHITE PLAINS RD BRONX NY 10467 (Bronx)
2096566-DCA,557 E 169TH ST BRONX NY 10456 (Bronx)
2112109-DCA,16710 CROCHERON AVENUE FLUSHING NY 11358 (Queens)
2118945-DCWP,782 NEW YORK AVE BROOKLYN NY 11203 (Brooklyn)
1027485-DCA,10761 MERRICK BLVD JAMAICA NY 11433 (Queens)
2075478-1-DCA,530 UTICA AVE BROOKLYN NY 11203 (Brooklyn)
2107315-DCA,10865 ROOSEVELT AVENUE CORONA NY 11368 (Queens)
2102312-DCA,2408 MICKLE AVE BRONX NY 10469 (Bronx)
