entity_id,registration_id,full_address,zip_code,Latitude,Longitude
BA-1219780-2022,2043454-DCA,9022B ROOSEVELT AVENUE JACKSON HEIGHTS NY 11372 (Queens),11372,40.74848,-73.875761
BA-1382832-2022,2043525-DCA,5960 DECATUR STREET RIDGEWOOD NY 11385 (Queens),11385,40.6998,-73.896181
BA-1453525-2022,2043586-DCA,9820 LINDEN BLVD OZONE PARK NY 11417 (Queens),11417,40.67473,-73.836891
BA-1432182-2022,2043617-1-DCA,6302 BROADWAY WOODSIDE NY 11377 (Queens),11377,40.74995,-73.899128
BA-1433225-2022,2043651-DCA,3385 FULTON ST BROOKLYN NY 11208 (Brooklyn),11208,40.68408,-73.870718
BA-1410806-2022,2043657-DCA,1391 SAINT NICHOLAS AVE NEW YORK NY 10033 (Manhattan),10033,40.84837,-73.934437
BA-1207890-2022,2043668-DCA,55 WEST   39 STREET NEW YORK NY 10018 (Manhattan),10018,40.75231,-73.983993
BA-1207461-2022,2043685-DCA,44 DECATUR STREET BROOKLYN NY 11216 (Brooklyn),11216,40.68049,-73.941726
BA-1583353-2023,2043702-DCA,4301 21ST ST APT 105B LONG ISLAND CITY NY 11101 (Queens),11101,40.75056,-73.945718
BA-1114795-2022,2043724-DCA,1151 CASTLETON AVE STATEN ISLAND NY 10310 (Staten Island),10310,40.63426,-74.120798
BA-1335250-2022,2043736-DCA,18420 HILLSIDE AVE JAMAICA NY 11432 (Queens),11432,40.71409,-73.777795
BA-1562149-2022,2043757-DCA,72 NASSAU AVE BROOKLYN NY 11222 (Brooklyn),11222,40.72361,-73.951256
BA-1548996-2022,2043798-1-DCA,9218 GUY R BREWER BLVD JAMAICA NY 11433 (Queens),11433,40.70396,-73.796566
BA-1307596-2022,2043878-1-DCA,801 AMSTERDAM AVENUE NEW YORK NY 10025 (Manhattan),10025,40.7962,-73.968788
BA-1567381-2023,2043894-DCA,1743 AMSTERDAM AVE NEW YORK NY 10031 (Manhattan),10031,40.82609,-73.946968
BA-1305654-2022,2043906-DCA,364 AUDUBON AVE NEW YORK NY 10033 (Manhattan),10033,40.85014,-73.931326
BA-1369663-2022,2043910-DCA,1333 WARING AVENUE BRONX NY 10469 (Bronx),10469,40.86099,-73.847898
BA-1406719-2022,2043930-1-DCA,36 AVENUE A NEW YORK NY 10009 (Manhattan),10009,40.72345,-73.985418
BA-1444499-2022,2043953-DCA,6120 71ST AVE APT E2D RIDGEWOOD NY 11385 (Queens),11385,40.702,-73.894566
BA-1598423-2023,2043960-DCA,318 RALPH AVE BROOKLYN NY 11233 (Brooklyn),11233,40.70627,-74.012909
BA-1238386-2022,2043962-DCA,10822 46TH AVE CORONA NY 11368 (Queens),11368,40.7474,-73.856523
BA-1560087-2022,2043964-DCA,59 LAFAYETTE AVENUE BROOKLYN NY 11217 (Brooklyn),11217,40.68705,-73.975993
BA-1559790-2022,2043991-DCA,2611 W 2ND ST APT 6C BROOKLYN NY 11223 (Brooklyn),11223,40.5856,-73.971169
BA-1336537-2022,2044018-DCA,3114 30TH AVE ASTORIA NY 11102 (Queens),11102,40.76679,-73.921196
BA-1209325-2022,2044043-1-DCA,336 BUTLER STREET BROOKLYN NY 11217 (Brooklyn),11217,40.68018,-73.981944
BA-1464396-2022,2044046-DCA,550 GATEWAY DRIVE BROOKLYN NY 11239 (Brooklyn),11239,40.65256,-73.876682
BA-1199876-2022,2044066-DCA,17801 HILLSIDE AVE JAMAICA NY 11432 (Queens),11432,40.71232,-73.785221
BA-1406719-2022,2044107-DCA,36 AVENUE A NEW YORK NY 10009 (Manhattan),10009,40.72345,-73.985418
BA-1464935-2022,2044108-DCA,1345 AMSTERDAM AVENUE NEW YORK NY 10027 (Manhattan),10027,40.81371,-73.956013
BA-1419438-2022,2044109-DCA,1345 AMSTERDAM AVE APT 1 NEW YORK NY 10027 (Manhattan),10027,40.81371,-73.956013
BA-1123889-2022,2044110-DCA,340 EAST   74 STREET NEW YORK NY 10021 (Manhattan),10021,40.76968,-73.956378
BA-1437724-2022,2044132-DCA,268 40TH ST BROOKLYN NY 11232 (Brooklyn),11232,40.65385,-74.00972
BA-1241068-2022,2044147-DCA,42 PRESCOTT AVENUE STATEN ISLAND NY 10306 (Staten Island),10306,40.57916,-74.113164
BA-1116081-2022,2044157-DCA,9711 ASTORIA BLVD EAST ELMHURST NY 11369 (Queens),11369,40.76243,-73.871898
BA-1111199-2022,2044166-DCA,611 WILLOUGHBY AVENUE BROOKLYN NY 11206 (Brooklyn),11206,40.69439,-73.944812
BA-1518521-2022,2044179-DCA,1728 AMSTERDAM AVENUE NEW YORK NY 10031 (Manhattan),10031,40.82557,-73.947369
BA-1120125-2022,2044191-1-DCA,341 7TH AVE NEW YORK NY 10001 (Manhattan),10001,40.74794,-73.992832
BA-1450969-2022,2044205-DCA,252 12TH ST APT 5B BROOKLYN NY 11215 (Brooklyn),11215,40.6679,-73.988908
BA-1379928-2022,2044222-DCA,8713 ATLANTIC AVE WOODHAVEN NY 11421 (Queens),11421,40.68651,-73.854646
BA-1104993-2022,2044337-DCA,1338 SAINT NICHOLAS AVE NEW YORK NY 10033 (Manhattan),10033,40.84663,-73.935682
BA-1358949-2022,2044343-DCA,1808 AVENUE M BROOKLYN NY 11230 (Brooklyn),11230,40.61834,-73.956952
BA-1211022-2022,2044365-DCA,125 WOLCOTT ST BROOKLYN NY 11231 (Brooklyn),11231,40.67789,-74.013772
BA-1540726-2022,2044386-DCA,3049 HULL AVE APT A BRONX NY 10467 (Bronx),10467,40.87164,-73.879591
BA-1426251-2022,2044404-DCA,1279 49TH ST BROOKLYN NY 11219 (Brooklyn),11219,40.63542,-73.992758
BA-1701262-2024,2044410-DCA,24312 RUSHMORE AVE LITTLE NECK NY 11362 (Queens),11362,40.76286,-73.741751
BA-1543009-2022,2044411-DCA,66 9 AVENUE NEW YORK NY 10011 (Manhattan),10011,40.7416,-74.004883
BA-1562562-2022,2044423-DCA,93 COURT STREET BROOKLYN NY 11201 (Brooklyn),11201,40.69122,-73.99162
BA-1107779-2022,2044426-DCA,8968 VANDERVEER ST QUEENS VILLAGE NY 11427 (Queens),11427,40.72371,-73.747956
BA-1124598-2022,2044429-DCA,2812 ARTHUR KILL RD STATEN ISLAND NY 10309 (Staten Island),10309,40.54816,-74.22551
BA-1130630-2022,2044439-DCA,1791 JEROME AVENUE BRONX NY 10453 (Bronx),10453,40.84894,-73.911477
BA-1110015-2022,2044493-1-DCA,4920 30TH AVE FLUSHING NY 11377 (Queens),11377,40.76029,-73.907321
BA-1120852-2022,2044524-DCA,8602 NORTHERN BLVD JACKSON HEIGHTS NY 11372 (Queens),11372,40.75596,-73.881493
BA-1574401-2023,2044534-DCA,2527 MICKLE AVE BRONX NY 10469 (Bronx),10469,40.86366,-73.840803
BA-1547490-2022,2044551-1-DCA,786 9 AVENUE NEW YORK NY 10019 (Manhattan),10019,40.76494,-73.987874
BA-1109695-2022,2044559-DCA,17217 JAMAICA AVENUE JAMAICA NY 11432 (Queens),11432,40.70775,-73.787382
BA-1334357-2022,2044582-DCA,1103 RUTLAND RD BROOKLYN NY 11212 (Brooklyn),11212,40.66467,-73.923321
BA-1120788-2022,2044605-DCA,1166 FULTON STREET BROOKLYN NY 11216 (Brooklyn),11216,40.6808,-73.954186
BA-1382712-2022,2044608-DCA,16502 JAMAICA AVE JAMAICA NY 11432 (Queens),11432,40.70551,-73.794736
BA-1420647-2022,2044634-DCA,550 GATEWAY DRIVE BROOKLYN NY 11239 (Brooklyn),11239,40.65256,-73.876682
BA-1543291-2022,2044647-DCA,5404 8TH AVE BROOKLYN NY 11220 (Brooklyn),11220,40.63878,-74.006154
BA-1543291-2022,2044648-DCA,5404 8TH AVE BROOKLYN NY 11220 (Brooklyn),11220,40.63878,-74.006154
BA-1562276-2022,2044654-DCA,4 SAVIN CT STATEN ISLAND NY 10304 (Staten Island),10304,40.59663,-74.092769
BA-1449286-2022,2044658-DCA,6928 GRAND AVE MASPETH NY 11378 (Queens),11378,40.72645,-73.894437
BA-1336797-2022,2044674-DCA,4008 JUNCTION BLVD CORONA NY 11368 (Queens),11368,40.74896,-73.869318
BA-1344327-2022,2044692-DCA,708 3 AVENUE APT 6TH NEW YORK NY 10017 (Manhattan),10017,40.75233,-73.973324
BA-1174550-2022,2044695-DCA,540 E 183RD ST APT A4 BRONX NY 10458 (Bronx),10458,40.85434,-73.891324
BA-1377550-2022,2044719-1-DCA,1696 RICHMOND RD STATEN ISLAND NY 10304 (Staten Island),10304,40.58886,-74.101947
BA-1285972-2022,2044728-DCA,714 GRAND ST BROOKLYN NY 11211 (Brooklyn),11211,40.71159,-73.944386
BA-1286526-2022,2044744-DCA,2277 STEINWAY ST APT 10 ASTORIA NY 11105 (Queens),11105,40.77162,-73.907547
BA-1569193-2023,2044759-DCA,429 GREENWICH ST APT 1A NEW YORK NY 10013 (Manhattan),10013,40.72222,-74.009741
BA-1451315-2022,2044794-DCA,303 ELTON ST BROOKLYN NY 11208 (Brooklyn),11208,40.6758,-73.883914
BA-1566725-2022,2044808-DCA,9748 63RD RD REGO PARK NY 11374 (Queens),11374,40.73133,-73.860058
BA-1436168-2022,2044828-DCA,923 64TH ST APT 2B BROOKLYN NY 11219 (Brooklyn),11219,40.63159,-74.009155
BA-1130820-2022,2044842-DCA,333 EAST   75 STREET NEW YORK NY 10021 (Manhattan),10021,40.77017,-73.955533
BA-1167464-2022,2044866-DCA,3328 171ST ST FLUSHING NY 11358 (Queens),11358,40.76688,-73.794616
BA-1279332-2022,2044884-DCA,260 RIVERSIDE DRIVE NEW YORK NY 10025 (Manhattan),10025,40.79714,-73.973396
BA-1233327-2022,2044921-DCA,6719 BAY PKWY BROOKLYN NY 11204 (Brooklyn),11204,40.6123,-73.983029
BA-1184350-2022,2044932-DCA,817 MANHATTAN AVENUE BROOKLYN NY 11222 (Brooklyn),11222,40.72832,-73.953385
BA-1237845-2022,2044939-DCA,70 S BRIDGE ST STATEN ISLAND NY 10309 (Staten Island),10309,40.52508,-74.236853
BA-1427628-2022,2044953-DCA,2034 78TH ST APT 2E BROOKLYN NY 11214 (Brooklyn),11214,40.60859,-73.9927
BA-1184350-2022,2044970-DCA,817 MANHATTAN AVENUE BROOKLYN NY 11222 (Brooklyn),11222,40.72832,-73.953385
BA-1184350-2022,2044972-DCA,817 MANHATTAN AVENUE BROOKLYN NY 11222 (Brooklyn),11222,40.72832,-73.953385
BA-1536668-2022,2044974-DCA,7515 NORTHERN BLVD JACKSON HEIGHTS NY 11372 (Queens),11372,40.75491,-73.891649
BA-1108229-2022,2044979-1-DCA,168 8 AVENUE NEW YORK NY 10011 (Manhattan),10011,40.74251,-74.000502
BA-1338227-2022,2044996-DCA,9205 ROOSEVELT AVENUE APT 1F JACKSON HEIGHTS NY 11372 (Queens),11372,40.74865,-73.874407
BA-1514533-2022,2044999-1-DCA,5016 CHURCH AVENUE BROOKLYN NY 11203 (Brooklyn),11203,40.65178,-73.930118
BA-1125582-2022,2045008-DCA,155 EAST   55 STREET NEW YORK NY 10022 (Manhattan),10022,40.75938,-73.969484
BA-1128684-2022,2045012-DCA,57 WEST   55 STREET NEW YORK NY 10019 (Manhattan),10019,40.76242,-73.976684
BA-1118877-2022,2045014-1-DCA,715 LORIMER STREET BROOKLYN NY 11211 (Brooklyn),11211,40.71841,-73.950095
BA-1108196-2022,2045029-1-DCA,2151 ARTHUR KILL RD STATEN ISLAND NY 10309 (Staten Island),10309,40.55744,-74.2079
BA-1575217-2023,2045036-DCA,9605 AVENUE L BROOKLYN NY 11236 (Brooklyn),11236,40.63833,-73.895852
BA-1393216-2022,2045047-DCA,4068 COLLEGE POINT BOULEVARD FLUSHING NY 11354 (Queens),11354,40.75662,-73.833785
BA-1295627-2022,2045054-DCA,9205 ROOSEVELT AVENUE JACKSON HEIGHTS NY 11372 (Queens),11372,40.74865,-73.874407
BA-1548617-2022,2045093-DCA,61 3 PLACE BROOKLYN NY 11231 (Brooklyn),11231,40.67904,-73.998933
BA-1534280-2022,2045112-DCA,9419 109TH ST SOUTH RICHMOND HILL NY 11419 (Queens),11419,40.69121,-73.836454
BA-1379922-2022,2045151-DCA,6339 75 PLACE APT 2 MIDDLE VILLAGE NY 11379 (Queens),11379,40.71823,-73.880399
BA-1111388-2022,2045155-DCA,170 PARK ROW NEW YORK NY 10038 (Manhattan),10038,40.71322,-73.999931
BA-1434839-2022,2045203-DCA,22008 99TH AVE QUEENS VILLAGE NY 11429 (Queens),11429,40.71589,-73.73325
BA-1547478-2022,2045214-DCA,722 EAST  233 STREET BRONX NY 10466 (Bronx),10466,40.89311,-73.856487
BA-1513398-2022,2045227-DCA,5545 84TH ST ELMHURST NY 11373 (Queens),11373,40.73107,-73.880466
BA-1104500-2022,2045239-1-DCA,3901 FORT HAMILTON PKWY BROOKLYN NY 11218 (Brooklyn),11218,40.64309,-73.990599
BA-1555987-2022,2045240-1-DCA,477 MYRTLE AVE BROOKLYN NY 11205 (Brooklyn),11205,40.69341,-73.966207
BA-1536822-2022,2045249-DCA,556 DREW ST BROOKLYN NY 11208 (Brooklyn),11208,40.67721,-73.862829
BA-1414797-2022,2045268-DCA,3720 30TH AVE ASTORIA NY 11103 (Queens),11103,40.76453,-73.916361
BA-1447173-2022,2045269-1-DCA,6 W 36TH ST NEW YORK NY 10018 (Manhattan),10018,40.74987,-73.983997
BA-1528279-2022,2045271-DCA,3020 AVENUE Y APT 1M BROOKLYN NY 11235 (Brooklyn),11235,40.59209,-73.936463
BA-1122330-2022,2045273-DCA,3404 AVENUE N APT 1 BROOKLYN NY 11234 (Brooklyn),11234,40.61753,-73.942065
BA-1564534-2022,2045281-DCA,1430 CROES AVENUE APT 3 BRONX NY 10472 (Bronx),10472,40.83531,-73.871989
BA-1304577-2022,2045290-DCA,175 DWIGHT ST BROOKLYN NY 11231 (Brooklyn),11231,40.67382,-74.011641
BA-1217722-2022,2045306-DCA,1735 E 13TH ST APT 2O BROOKLYN NY 11229 (Brooklyn),11229,40.60708,-73.959844
BA-1550603-2022,2045321-DCA,355 LEXINGTON AVE APT 401 NEW YORK NY 10017 (Manhattan),10017,40.75025,-73.976909
BA-1276745-2022,2045343-DCA,100 CONVENT AVE APT 304 NEW YORK NY 10027 (Manhattan),10027,40.81674,-73.952629
BA-1525025-2022,2045361-DCA,13420 ROCKAWAY BOULEVARD S OZONE PARK NY 11420 (Queens),11420,40.67459,-73.804111
BA-1530499-2022,2045384-1-DCA,6901 8 AVENUE BROOKLYN NY 11228 (Brooklyn),11228,40.63026,-74.014984
BA-1253081-2022,2045385-1-DCA,353 E 14TH ST NEW YORK NY 10003 (Manhattan),10003,40.7315,-73.982887
BA-1332986-2022,2045388-DCA,1597 WESTCHESTER AVE BRONX NY 10472 (Bronx),10472,40.82917,-73.875769
BA-1393216-2022,2045392-DCA,4068 COLLEGE POINT BOULEVARD FLUSHING NY 11354 (Queens),11354,40.75662,-73.833785
BA-1322008-2022,2045398-DCA,129 5TH AVE BROOKLYN NY 11217 (Brooklyn),11217,40.6787,-73.978898
BA-1566574-2022,2045409-DCA,2034 78TH ST APT 3A BROOKLYN NY 11214 (Brooklyn),11214,40.60859,-73.9927
BA-1475675-2022,2045419-DCA,3092 BRIGHTON    4 STREET BROOKLYN NY 11235 (Brooklyn),11235,40.5768,-73.963214
BA-1314341-2022,2045423-DCA,3120 BAINBRIDGE AVENUE BRONX NY 10467 (Bronx),10467,40.87425,-73.879319
BA-1116081-2022,2045427-DCA,9711 ASTORIA BLVD EAST ELMHURST NY 11369 (Queens),11369,40.76243,-73.871898
BA-1463499-2022,2045436-1-DCA,1437 AMSTERDAM AVE NEW YORK NY 10027 (Manhattan),10027,40.81639,-73.954053
BA-1236009-2022,2045460-DCA,1907 AVENUE M BROOKLYN NY 11230 (Brooklyn),11230,40.61846,-73.956008
BA-1232212-2022,2045463-DCA,4212 30 AVENUE APT LEFT ASTORIA NY 11103 (Queens),11103,40.76304,-73.913212
BA-1308306-2022,2045479-DCA,4318 8 AVENUE BROOKLYN NY 11232 (Brooklyn),11232,40.64489,-73.999809
BA-1314341-2022,2045507-DCA,3120 BAINBRIDGE AVENUE BRONX NY 10467 (Bronx),10467,40.87425,-73.879319
BA-1293947-2022,2045569-DCA,15132 135TH AVE JAMAICA NY 11434 (Queens),11434,40.66761,-73.785917
BA-1222880-2022,2045572-DCA,4142 MAIN ST FLUSHING NY 11355 (Queens),11355,40.75709,-73.828973
BA-1208839-2022,2045577-DCA,4003 104 STREET CORONA NY 11368 (Queens),11368,40.74974,-73.861618
BA-1569399-2023,2045581-DCA,152 GOODWIN AVE STATEN ISLAND NY 10314 (Staten Island),10314,40.61623,-74.129309
BA-1539277-2022,2045595-DCA,242 BEDFORD AVE BROOKLYN NY 11249 (Brooklyn),11249,40.71597,-73.959739
BA-1430024-2022,2045604-DCA,1181 BROADWAY BROOKLYN NY 11221 (Brooklyn),11221,40.69257,-73.927435
BA-1206002-2022,2045606-1-DCA,88 PINE ST NEW YORK NY 10005 (Manhattan),10005,40.70536,-74.00629
BA-1283545-2022,2045615-DCA,1675 77TH ST BROOKLYN NY 11214 (Brooklyn),11214,40.614,-74.000097
BA-1340068-2022,2045634-DCA,2472 BROADWAY APT 125 NEW YORK NY 10025 (Manhattan),10025,40.79192,-73.973759
BA-1210112-2022,2045641-DCA,41 WEST 47 STREET APT 201 NEW YORK NY 10036 (Manhattan),10036,40.75726,-73.979967
BA-1118646-2022,2045680-DCA,358 AMBOY ST APT 2 BROOKLYN NY 11212 (Brooklyn),11212,40.66143,-73.912554
BA-1199383-2022,2045701-DCA,1212 BROADWAY NEW YORK NY 10001 (Manhattan),10001,40.7465,-73.988495
BA-1326971-2022,2045718-DCA,3821 111 STREET APT 1R CORONA NY 11368 (Queens),11368,40.75296,-73.856533
BA-1575274-2023,2045755-DCA,54 BISHOP ST STATEN ISLAND NY 10306 (Staten Island),10306,40.57182,-74.123676
BA-1126638-2022,2045788-DCA,1869 86TH ST BROOKLYN NY 11214 (Brooklyn),11214,40.60623,-74.000936
BA-1215223-2022,2045824-DCA,4003 104 STREET CORONA NY 11368 (Queens),11368,40.74974,-73.861618
BA-1072906-2022,2045826-DCA,1001 45 AVENUE LONG ISLAND CITY NY 11101 (Queens),11101,40.7482,-73.951884
BA-1444898-2022,2045832-DCA,11001 101 AVENUE S RICHMOND HL NY 11419 (Queens),11419,40.68777,-73.833704
BA-1308859-2022,2045847-DCA,11808 LIBERTY AVE SOUTH RICHMOND HILL NY 11419 (Queens),11419,40.68604,-73.824875
BA-1682890-2024,2045872-DCA,1 GORDON ST STATEN ISLAND NY 10304 (Staten Island),10304,40.62696,-74.082148
BA-1411108-2022,2045880-DCA,1608 PITKIN AVE BROOKLYN NY 11212 (Brooklyn),11212,40.66918,-73.914062
BA-1335701-2022,2045897-DCA,61 BROADWAY APT 2600 NEW YORK NY 10006 (Manhattan),10006,40.70699,-74.012335
BA-1278360-2022,2045903-DCA,4220 JUNCTION BLVD CORONA NY 11368 (Queens),11368,40.7461,-73.868223
BA-1227435-2022,2045918-DCA,7014 GARFIELD AVENUE WOODSIDE NY 11377 (Queens),11377,40.73703,-73.893937
BA-1508014-2022,2045921-DCA,1545 W 4TH ST BROOKLYN NY 11204 (Brooklyn),11204,40.60966,-73.978023
BA-1738615-2025,2045937-DCA,1771 E 46TH ST BROOKLYN NY 11234 (Brooklyn),11234,40.61758,-73.930647
BA-1332283-2022,2045962-DCA,4570 MANHATTAN COLLEGE PARKWAY BRONX NY 10471 (Bronx),10471,40.88932,-73.900269
BA-1407236-2022,2045972-DCA,127 DETROIT AVE STATEN ISLAND NY 10312 (Staten Island),10312,40.54504,-74.178368
BA-1165601-2022,2045982-DCA,580 84 STREET BROOKLYN NY 11209 (Brooklyn),11209,40.62182,-74.023645
BA-1440852-2022,2045992-DCA,2606 21ST ST ASTORIA NY 11102 (Queens),11102,40.77331,-73.925091
BA-1523254-2022,2045994-DCA,5108 BROWVALE LN LITTLE NECK NY 11362 (Queens),11362,40.76703,-73.732186
BA-1323717-2022,2045999-1-DCA,376 LAFAYETTE AVE BROOKLYN NY 11238 (Brooklyn),11238,40.68881,-73.960527
BA-1456574-2022,2046008-DCA,41 CAMBRIDGE AVE STATEN ISLAND NY 10314 (Staten Island),10314,40.61631,-74.149152
BA-1691030-2024,2046013-DCA,59 NORMAN AVE BROOKLYN NY 11222 (Brooklyn),11222,40.72492,-73.953319
BA-1227829-2022,2046015-DCA,2487 CONEY ISLAND AVE BROOKLYN NY 11223 (Brooklyn),11223,40.59648,-73.961042
BA-1456348-2022,2046016-DCA,55 WEST 47 STREET APT M315 NEW YORK NY 10036 (Manhattan),10036,40.7574,-73.980292
BA-1433268-2022,2046034-1-DCA,2280 WEBSTER AVE BRONX NY 10457 (Bronx),10457,40.85612,-73.895652
BA-1406829-2022,2046041-1-DCA,4602 5TH AVE BROOKLYN NY 11220 (Brooklyn),11220,40.64726,-74.008094
BA-1576726-2023,2046049-DCA,6260 99TH ST APT 915 REGO PARK NY 11374 (Queens),11374,40.73347,-73.85756
BA-1252929-2022,2046055-DCA,513 E 138TH ST APT 2F BRONX NY 10454 (Bronx),10454,40.80747,-73.919006
BA-1543981-2022,2046073-DCA,322 GREENWOOD AVE BROOKLYN NY 11218 (Brooklyn),11218,40.65039,-73.978442
BA-1411213-2022,2046076-DCA,11 MAPLE ST APT E5 BROOKLYN NY 11225 (Brooklyn),11225,40.66026,-73.959826
BA-1222417-2022,2046089-DCA,2063 HERING AVE BRONX NY 10461 (Bronx),10461,40.85638,-73.853664
BA-1548267-2022,2046108-DCA,1681 BROOKLYN AVE BROOKLYN NY 11210 (Brooklyn),11210,40.63237,-73.941786
BA-1440852-2022,2046116-DCA,2606 21ST ST ASTORIA NY 11102 (Queens),11102,40.77331,-73.925091
BA-1435841-2022,2046128-DCA,286 5TH AVE APT 8 NEW YORK NY 10001 (Manhattan),10001,40.74612,-73.986261
BA-1575290-2023,2046151-DCA,260 MADISON AVE APT 17 NEW YORK NY 10016 (Manhattan),10016,40.75071,-73.980828
BA-1195088-2022,2046172-DCA,4213 161 STREET FLUSHING NY 11358 (Queens),11358,40.76006,-73.804957
BA-1112438-2022,2046185-DCA,4308 VICTORY BLVD STATEN ISLAND NY 10314 (Staten Island),10314,40.58857,-74.195907
BA-1103543-2022,2046190-DCA,8501 JAMAICA AVENUE WOODHAVEN NY 11421 (Queens),11421,40.69253,-73.85896
BA-1734210-2025,2046204-DCA,262 W 38TH ST APT 903 NEW YORK NY 10018 (Manhattan),10018,40.75422,-73.990478
BA-1125205-2022,2046218-DCA,1014 SOUTHERN BLVD BRONX NY 10459 (Bronx),10459,40.82358,-73.891822
BA-1130665-2022,2046233-DCA,39 EAST BROADWAY APT 109 NEW YORK NY 10002 (Manhattan),10002,40.71354,-73.996133
BA-1301775-2022,2046243-DCA,231 HURLBERT ST STATEN ISLAND NY 10305 (Staten Island),10305,40.59166,-74.084639
BA-1583124-2023,2046244-DCA,236 JUNIUS ST BROOKLYN NY 11212 (Brooklyn),11212,40.66904,-73.902833
BA-1210624-2022,2046247-DCA,2790 UNIVERSITY AVE BRONX NY 10468 (Bronx),10468,40.87141,-73.899244
BA-1310999-2022,2046251-DCA,192 LEXINGTON AVE APT 15 NEW YORK NY 10016 (Manhattan),10016,40.74492,-73.980815
BA-1372997-2022,2046256-DCA,517 BRIGHTON BEACH AVENUE APT 234 BROOKLYN NY 11235 (Brooklyn),11235,40.57747,-73.962123
BA-1088815-2022,2046258-DCA,10724 CONTINENTAL AVE FOREST HILLS NY 11375 (Queens),11375,40.72065,-73.84447
BA-1548381-2022,2046262-DCA,2900 BARNES AVE APT C BRONX NY 10467 (Bronx),10467,40.86798,-73.863429
BA-1286773-2022,2046271-DCA,5 HUMBOLDT STREET BROOKLYN NY 11206 (Brooklyn),11206,40.7013,-73.940471
BA-1540667-2022,2046272-DCA,17 W 17TH ST APT 7 NEW YORK NY 10011 (Manhattan),10011,40.73828,-73.993072
BA-1073037-2022,2046289-1-DCA,2300 CROTONA AVE BRONX NY 10458 (Bronx),10458,40.85211,-73.884528
BA-1119648-2022,2046301-DCA,3157 31 STREET ASTORIA NY 11106 (Queens),11106,40.76304,-73.924507
BA-1462422-2022,2046344-1-DCA,7740 HEWLETT ST NEW HYDE PARK NY 11040 (Queens),11040,40.7528,-73.702177
BA-1256896-2022,2046355-DCA,56 E FORDHAM RD BRONX NY 10468 (Bronx),10468,40.86236,-73.900016
BA-1238200-2022,2046359-1-DCA,1425 MACOMBS ROAD BRONX NY 10452 (Bronx),10452,40.8414,-73.917692
BA-1116024-2022,2046365-1-DCA,185 FLATBUSH AVENUE EXT BROOKLYN NY 11201 (Brooklyn),11201,40.69434,-73.983657
BA-1079475-2022,2046366-1-DCA,1420 86TH ST BROOKLYN NY 11228 (Brooklyn),11228,40.61244,-74.011237
BA-1076267-2022,2046374-DCA,1101 KINGS HWY BROOKLYN NY 11229 (Brooklyn),11229,40.6074,-73.961745
BA-1128816-2022,2046427-DCA,160 EMPIRE BLVD BROOKLYN NY 11225 (Brooklyn),11225,40.66356,-73.956469
BA-1551168-2022,2046430-DCA,9508 150TH ST JAMAICA NY 11435 (Queens),11435,40.69935,-73.802952
BA-1311749-2022,2046445-DCA,683 CRESCENT ST BROOKLYN NY 11208 (Brooklyn),11208,40.67093,-73.868883
BA-1336578-2022,2046452-DCA,151 WEST 46 STREET APT 2 NEW YORK NY 10036 (Manhattan),10036,40.758,-73.983667
BA-1172986-2022,2046462-DCA,4112 48TH ST APT F35 SUNNYSIDE NY 11104 (Queens),11104,40.74609,-73.916222
BA-1256896-2022,2046468-DCA,56 E FORDHAM RD BRONX NY 10468 (Bronx),10468,40.86236,-73.900016
BA-1103555-2022,2046483-DCA,124 E 63RD ST NEW YORK NY 10065 (Manhattan),10065,40.76495,-73.9669
BA-1534797-2022,2046487-DCA,6699 FRESH POND RD RIDGEWOOD NY 11385 (Queens),11385,40.70607,-73.896713
BA-1561875-2022,2046493-DCA,2337 GRAND CONCOURSE BRONX NY 10468 (Bronx),10468,40.85853,-73.899314
BA-1482598-2022,2046497-DCA,1512 150TH ST WHITESTONE NY 11357 (Queens),11357,40.78662,-73.813481
BA-1113187-2022,2046501-1-DCA,2802 BROADWAY NEW YORK NY 10025 (Manhattan),10025,40.80307,-73.967466
BA-1115071-2022,2046502-DCA,417 GREENWOOD AVENUE BROOKLYN NY 11218 (Brooklyn),11218,40.65073,-73.97761
BA-1546563-2022,2046507-DCA,3808 JUNCTION BLVD APT 1 CORONA NY 11368 (Queens),11368,40.74954,-73.869656
BA-1306563-2022,2046509-DCA,11542 134TH ST S OZONE PARK NY 11420 (Queens),11420,40.67975,-73.806796
BA-1466624-2022,2046511-DCA,122 W 3RD ST NEW YORK NY 10012 (Manhattan),10012,40.73061,-74.000516
BA-1339000-2022,2046514-DCA,13620 ROOSEVELT AVENUE APT 112-116 FLUSHING NY 11354 (Queens),11354,40.75979,-73.829236
BA-1314546-2022,2046515-DCA,1861 LORING PL APT 2R BRONX NY 10453 (Bronx),10453,40.85309,-73.915429
BA-1105075-2022,2046523-DCA,260 CANAL ST NEW YORK NY 10013 (Manhattan),10013,40.71867,-74.00088
BA-1107704-2022,2046526-DCA,3714 JUNCTION BLVD CORONA NY 11368 (Queens),11368,40.75106,-73.870563
BA-1118284-2022,2046527-DCA,3736 82ND ST JACKSON HTS NY 11372 (Queens),11372,40.7494,-73.884259
BA-1084463-2022,2046548-DCA,144 DELANCEY ST NEW YORK NY 10002 (Manhattan),10002,40.71807,-73.986732
BA-1690188-2024,2046550-DCA,10 UNION SQ E  SUITE 106 NEW YORK NY 10003 (Manhattan),10003,40.7347,-73.989926
